cell_type,niche,names,scores,logfoldchanges,pvals,pvals_adj
Neutrophil,Cancer - myeloid-enriched,EOMES,0.5000979,1.8419023,0.6170061717639672,1.0
Neutrophil,Cancer - myeloid-enriched,COTL1,-1.1585355,-1.8149018,0.24664558988371843,1.0
Neutrophil,Cancer - myeloid-enriched,PTPRC,-1.9861311,-1.8030287,0.04701877597824216,0.8933567435866011
Neutrophil,Cancer - myeloid-enriched,TNFRSF1B,-2.9474795,-1.7965701,0.0032037606400282027,0.12174290432107171
Neutrophil,Cancer - myeloid-enriched,TBX21,0.4720688,1.7896615,0.6368776972085896,1.0
Neutrophil,Cancer - myeloid-enriched,IL22RA1,-0.050649047,-1.7756373,0.9596051799212556,1.0
Neutrophil,Cancer - myeloid-enriched,TNFRSF9,0.5738586,1.7597468,0.5660634847956987,1.0
Neutrophil,Cancer - myeloid-enriched,CXCR1,-1.663059,-1.7472254,0.09630063277772963,1.0
Neutrophil,Cancer - myeloid-enriched,CD247,0.39879978,1.7434045,0.6900407467697538,1.0
Neutrophil,Cancer - myeloid-enriched,HPGDS,0.768587,1.7211213,0.4421385377420367,1.0
Neutrophil,Cancer - myeloid-enriched,MCEMP1,-0.76268613,-1.7155813,0.44565061066857137,1.0
Neutrophil,Cancer - myeloid-enriched,MS4A2,0.43174624,1.6809632,0.6659258587014995,1.0
Neutrophil,Cancer - myeloid-enriched,CMKLR1,0.94020367,1.6763995,0.3471131102263534,1.0
Neutrophil,Cancer - myeloid-enriched,FEZ1,0.76809525,1.6699297,0.44243060417837343,1.0
Neutrophil,Cancer - myeloid-enriched,CEACAM6,4.040122,1.6598146,5.342341374487579e-05,0.0050752243057632
Neutrophil,Cancer - myeloid-enriched,EGF,0.63581765,1.6517441,0.5248952916459068,1.0
Neutrophil,Cancer - myeloid-enriched,MGP,-0.61123073,-1.6471965,0.5410468488101772,1.0
Neutrophil,Cancer - myeloid-enriched,IL1A,0.47010183,1.6416305,0.6382822705835626,1.0
Neutrophil,Cancer - myeloid-enriched,CDKN2B,0.6663054,1.6156089,0.5052159079886749,1.0
Neutrophil,Cancer - myeloid-enriched,IL1RAP,1.0646135,1.6152633,0.28705089443017606,1.0
Neutrophil,Cancer - myeloid-enriched,TCF7,0.2655387,1.613775,0.7905945107825217,1.0
Neutrophil,Cancer - myeloid-enriched,LTB,-0.46370924,-1.6070838,0.6428560857941172,1.0
Neutrophil,Cancer - myeloid-enriched,IRF4,0.8600503,1.5936564,0.38976131325621843,1.0
Neutrophil,Cancer - myeloid-enriched,BATF3,0.13227761,1.5857264,0.8947647199455131,1.0
Neutrophil,Cancer - myeloid-enriched,CCR5,0.36634505,1.5808328,0.7141076240706258,1.0
Neutrophil,Cancer - myeloid-enriched,CD37,-0.4081428,-1.5439538,0.6831688411568377,1.0
Neutrophil,Cancer - myeloid-enriched,CXCR4,1.0292083,1.5422685,0.30338181060020175,1.0
